344.377,95.194
282.031,145.348
346.436,136.884
312.404,141.135
821.548,303.103
791.991,293.985
255.473,145.532
276.006,89.3191
465.145,259.267
335.115,80.7235
226.255,97.0038
621.008,240.398
288.094,252.22
335.329,264.123
141.623,216.875
687.39,371.663
448.558,245.05
224.252,107.143
234.081,252.36
824.571,227.42
884.29,305.335
503.061,20.0536
322.985,204.53
361.705,183.648
195.443,24.8089
390.646,60.0394
251.142,218.865
459.301,271.565
295.439,222.095
159.67,217.235
303.195,166.915
663.045,364.384
302.195,115.745
561.724,70.4633
422.473,52.7875
609.226,54.7844
594.446,20.4548
71.4578,218.877
885.754,308.913
378.173,116.179
332.935,297.427
424.315,32.3522
713.586,380.976
646.823,277.547
170.847,88.3483
395.742,91.5696
300.406,82.7267
68.5906,171.687
171.825,105.701
665.492,280.532
630.533,342.693
148,36.5878
599.895,325.172
670.865,355.415
698.481,273.523
424.286,9.33627
697.086,6.53109
249.555,122.237
350.489,162.595
693.317,256.349
147.832,135.002
625.481,328.118
124.982,11.7566
290.034,187.408
670.823,223.892
503.357,50.4833
274.002,69.6918
364.782,109.065
509.542,32.9408
247.917,12.0898
725.284,388.702
390.868,175.484
641.152,312.426
494.117,69.2883
441.001,51.2545
146.943,54.8992
571.375,51.0049
64.1605,20.5201
260.524,170.074
544.285,31.3626
699.531,287.711
627.286,17.841
697.058,44.4785
326.013,75.7498
68.7335,126.644
73.4974,187.76
640.539,265.204
367.922,97.9173
409.167,171.402
586.04,55.0581
572.528,38.1405
279.904,209.804
823.265,298.572
332.664,194.213
483.847,72.3965
458.769,46.7877
196.162,45.2907
129.666,119.925
240.797,231.537
785.562,249.441
226.342,83.9159
436.538,163.551
177.651,155.964
379.234,168.619
104.991,64.3415
547.342,70.6065
274.083,50.0977
881.021,290.68
375.007,145.001
247.776,33.5573
461.582,309.011
609.267,19.2019
336.732,240.031
749.263,350.359
406.218,55.0194
580.77,45.8056
451.612,172.284
288.862,236.382
597.441,121.221
764.35,245.837
511.045,183.518
308.263,125.932
434.507,31.188
93.4965,182.176
331.12,60.4734
688.281,295.411
284.997,197.546
304.636,21.7869
169.761,28.2425
268.035,231.51
196.991,129.52
508.534,66.1382
125.732,95.7026
