705.57983	471.06464
705.57983	471.06464
709.42694	479.31274
709.42694	479.31274
711.79303	574.76685
711.79303	574.76685
711.91003	620.35229
711.91003	620.35229
712.39850	638.81573
712.39850	638.81573
712.82031	620.30023
712.87366	456.94366
713.95520	566.95947
713.95520	566.95947
715.05652	510.86124
716.89838	595.25446
716.89838	595.25446
717.33795	554.75037
717.33795	554.75037
717.43378	545.78497
717.43378	545.78497
720.38495	630.28870
720.38495	630.28870
721.14703	653.09735
721.34912	522.62140
721.34912	522.62140
722.12158	664.17163
722.12158	664.17163
725.60223	578.91711
725.60223	578.91711
730.67334	853.62592
730.67334	853.62592
731.43243	786.95648
731.43243	786.95648
732.39642	542.87933
732.39642	542.87933
733.93018	764.06989
733.93018	764.06989
734.02991	799.03668
734.02991	799.03668
735.05597	558.57947
735.05597	558.57947
735.50769	784.71307
735.50769	784.71307
736.55664	648.95398
736.55664	648.95398
736.73187	850.24463
736.73187	850.24463
737.64392	655.41595
737.64392	655.41595
738.61475	697.81445
738.81488	613.36847
739.90295	634.62195
740.09613	988.32941
740.14410	698.11768
740.14410	698.11768
740.33185	570.69385
740.33185	570.69385
740.39551	653.56714
740.46002	665.60297
741.01221	560.39032
741.01221	560.39032
741.10040	816.63690
741.10040	816.63690
742.00018	1004.0168
742.00018	1004.0168
742.30493	616.61157
742.30493	616.61157
742.71393	907.21527
742.71393	907.21527
743.05603	469.67017
743.05603	469.67017
743.06036	655.89319
743.49884	519.02545
743.49884	519.02545
745.12091	684.34473
745.27069	735.38873
745.30249	483.89413
745.30249	483.89413
746.13239	505.14517
746.13239	505.14517
746.43768	554.96130
746.43768	554.96130
746.82422	549.24487
746.82422	549.24487
746.92627	669.42242
746.92627	669.42242
746.99341	536.06641
746.99341	536.06641
747.05298	713.88849
747.05298	713.88849
747.69647	784.35016
747.91913	843.65381
747.91913	843.65381
748.69073	524.20282
748.69073	524.20282
748.77008	610.04010
748.77008	610.04010
748.82935	869.50287
748.82935	869.50287
749.13367	638.10675
749.53748	535.97070
749.69354	652.63641
749.79602	558.41071
749.79602	558.41071
749.90222	798.84308
750.00586	662.04041
750.00586	662.04041
750.21094	516.65472
750.21094	516.65472
750.38690	553.32953
750.38690	553.32953
750.66779	744.18231
750.66779	744.18231
750.71027	591.48041
750.71027	591.48041
751.16309	499.29465
751.16309	499.29465
751.29016	632.52106
751.56610	543.72681
751.56610	543.72681
752.44189	549.83258
752.44189	549.83258
752.50012	627.81171
752.50012	627.81171
753.82373	788.91791
753.83002	490.46158
753.83118	652.47546
753.83118	652.47546
754.14581	662.55554
754.14581	662.55554
754.14581	662.55554
754.75146	668.42371
754.75146	668.42371
754.77069	765.88666
754.79437	677.54596
755.14331	673.11951
755.14331	673.11951
755.14331	673.11951
755.18402	555.08307
755.18402	555.08307
755.38715	583.38202
755.38715	583.38202
755.38824	857.91278
755.38824	857.91278
755.99579	719.62878
756.08203	692.60962
756.46930	610.91541
756.56281	724.65369
756.75293	786.89856
756.75293	786.89856
756.80341	845.38837
756.99908	535.43335
756.99908	535.43335
757.62097	534.46313
757.62097	534.46313
757.64471	706.89111
757.64471	706.89111
758.09259	677.65479
758.09259	677.65479
759.33783	717.04785
759.33783	717.04785
759.39813	969.94037
759.70160	731.65424
760.17419	684.99091
760.17419	684.99091
762.10352	741.99451
762.10352	741.99451
762.24677	699.86298
762.24677	699.86298
762.41882	537.99536
762.41882	537.99536
762.78986	616.45410
762.78986	616.45410
762.78986	616.45410
762.99646	554.82208
762.99646	554.82208
763.13507	658.59204
763.13507	658.59204
763.83295	965.19177
763.83295	965.19177
763.83295	965.19177
764.12659	459.32361
764.12659	459.32361
764.13684	506.62445
764.13684	506.62445
764.22302	791.59875
764.45648	786.90894
764.45648	786.90894
764.66296	845.65900
764.84680	546.08948
764.84680	546.08948
765.54156	802.65729
765.54156	802.65729
766.09113	464.39432
766.09113	464.39432
766.96631	856.90216
767.26776	812.88562
767.65070	844.81378
767.65070	844.81378
767.80829	520.98810
767.80829	520.98810
768.15002	619.50952
768.15002	619.50952
768.29865	826.40851
768.29865	826.40851
768.50977	653.45465
768.50977	653.45465
768.98621	862.79425
768.98621	862.79425
769.22522	784.11090
769.22522	784.11090
769.41901	821.53174
769.41901	821.53174
769.81512	555.41492
769.81512	555.41492
769.89581	577.29004
770.21887	644.47510
770.21887	644.47510
770.36871	795.43127
770.36871	795.43127
770.47687	1011.7139
770.54407	660.28748
770.54407	660.28748
771.01080	789.22620
771.01080	789.22620
771.19281	598.38184
771.19281	598.38184
771.60999	605.16278
772.32306	965.75366
772.32306	965.75366
772.40796	501.40991
772.40796	501.40991
772.49506	961.36066
772.49506	961.36066
772.53198	712.91754
772.53198	712.91754
772.92590	759.99890
772.92590	759.99890
773.16235	803.64740
773.16235	803.64740
773.18304	900.93427
773.18304	900.93427
773.18304	900.93427
774.18573	650.67615
774.18573	650.67615
774.45105	727.99823
774.45105	727.99823
774.45245	597.52710
774.45245	597.52710
774.69977	603.04254
774.69977	603.04254
775.22418	512.92114
776.01141	621.07849
777.01019	697.59509
777.01019	697.59509
777.09052	790.91125
777.09052	790.91125
777.33783	817.83984
777.33783	817.83984
777.50543	630.49561
777.71234	974.81989
777.71234	974.81989
777.78400	646.15234
778.62103	728.11438
779.15472	752.17517
779.63159	746.64984
780.35168	834.19977
780.35168	834.19977
781.13269	855.22638
781.72363	709.89941
781.83215	1041.9503
783.18073	819.32379
783.18073	819.32379
783.98157	753.85938
784.03802	757.33051
784.31934	827.25281
784.31934	827.25281
785.21838	579.45892
785.21838	579.45892
785.70648	796.05756
785.70648	796.05756
786.19946	761.87628
786.19946	761.87628
787.07147	781.34094
788.10455	826.84045
788.10455	826.84045
788.15662	833.32355
788.15662	833.32355
791.19135	641.01837
791.74323	998.73157
799.03979	626.98505
799.03979	626.98505
804.02142	464.71848
804.02142	464.71848
811.45715	510.66003
811.45715	510.66003
813.96997	462.72223
819.04883	995.84045
819.94897	462.38596
826.20361	522.31458
826.20361	522.31458
826.20361	522.31458
828.41547	625.94617
828.41547	625.94617
833.93073	884.42822
839.49048	457.53751
839.49048	457.53751
845.69550	457.78867
845.69550	457.78867
847.36774	552.12231
849.00055	895.58051
849.00055	895.58051
849.09174	702.94873
849.09174	702.94873
858.12872	892.87805
858.15210	754.28802
858.15210	754.28802
858.87335	561.22363
858.87335	561.22363
858.87335	561.22363
859.27795	897.98596
862.59027	460.04898
862.59027	460.04898
863.60211	464.96930
863.60211	464.96930
865.22638	1065.4043
865.54077	546.13159
865.54077	546.13159
865.54077	546.13159
875.25806	606.01483
875.25806	606.01483
877.58105	625.79846
877.58105	625.79846
878.87659	612.80792
879.14142	648.99152
880.78693	515.73590
881.25208	528.17731
881.25208	528.17731
882.79034	596.30524
885.93695	574.86328
885.93695	574.86328
888.21997	1017.3151
888.79529	647.52301
889.00146	641.54919
889.00146	641.54919
889.45496	984.39764
890.12091	611.12323
891.00256	1041.5879
891.00256	1041.5879
891.42230	638.68970
891.42230	638.68970
891.88818	562.23462
891.88818	562.23462
892.68732	668.75513
893.95398	1033.5496
894.81262	641.09692
896.82739	611.48474
896.88330	971.33417
897.72876	551.91974
897.86176	974.90485
897.86176	974.90485
899.48169	579.08868
899.57477	656.55316
899.90405	601.75940
899.90405	601.75940
900.97723	681.99677
900.97723	681.99677
901.03247	1035.8159
902.23535	667.08136
902.23535	667.08136
903.35645	646.17609
903.35645	646.17609
903.38263	576.88873
903.38263	576.88873
904.09235	649.19934
905.87585	546.46381
905.87585	546.46381
906.09125	570.10461
906.09125	570.10461
906.40210	982.69434
906.40210	982.69434
908.42426	685.08380
908.42426	685.08380
911.02606	547.72839
911.79169	473.48309
911.79169	473.48309
912.83167	733.62714
912.83167	733.62714
912.95886	460.69104
912.95886	460.69104
913.46112	723.95068
913.46112	723.95068
913.65009	966.76831
913.65009	966.76831
915.63727	1075.0106
915.68890	1058.0675
915.73187	993.05225
915.73187	993.05225
915.76111	602.83466
915.76111	602.83466
915.86121	638.85291
915.86121	638.85291
916.57288	610.30878
916.57288	610.30878
917.00616	576.14917
917.00616	576.14917
917.47418	628.91650
918.18884	1062.2880
919.10992	1059.3513
919.28937	1055.5428
919.33154	646.32507
919.33154	646.32507
919.42944	1005.9155
