720.7162,470.9996
725.887,479.4047
728.8533,578.2724
729.0016,626.4579
730.0812,645.4261
731.019,570.4777
734.3895,600.0488
734.1794,557.6127
733.6798,547.9835
738.0591,636.2642
746.299,633.9295
741.4514,524.4807
740.6199,671.1699
745.0317,583.8683
749.7635,867.9757
750.2692,798.7336
753.7598,545.0058
754.814,774.7549
753.108,810.8624
757.312,561.3442
756.2304,796.5208
759.2167,654.9813
755.886,863.9415
760.4814,662.0547
761.121,705.6472
763.226,706.3495
763.2484,573.6478
764.262,562.8221
762.3817,831.9324
762.7155,1023.742
765.5127,621.5054
764.2258,921.5526
764.6385,468.9466
766.636,519.8347
768.2703,483.1129
769.2117,505.2216
769.6281,557.2037
770.8535,551.2828
770.9056,676.2514
769.5327,537.4777
770.8777,722.4515
771.5489,856.8073
771.9962,525.506
773.0311,614.4338
773.7,884.1801
774.0105,706.981
773.356,560.9577
774.1245,668.7379
773.4392,517.5337
774.3387,555.4421
774.8784,754.0233
774.7167,594.9551
774.2228,499.4172
776.2011,691.8943
774.8842,545.5407
776.2628,551.8839
776.8122,632.7249
778.2128,658.5915
778.5229,669.0762
778.5229,669.0762
779.2676,675.2355
779.361,684.6222
779.361,684.6222
779.5438,679.7525
779.5438,679.7525
779.0149,556.6656
779.5957,586.9737
780.275,872.0189
780.5137,693.0048
781.7227,798.0569
780.5474,536.8354
780.9103,536.1858
782.4179,715.2891
782.5666,684.7843
784.0601,725.5844
785.3141,988.0329
784.485,692.1307
787.0107,751.4141
786.8184,707.4228
785.5956,539.2516
786.812,620.7732
786.812,620.7732
786.4445,556.8051
787.4236,664.5303
790.097,982.9127
790.097,982.9127
786.3568,457.5656
787.0396,506.7133
789.8929,798.1035
790.176,858.9259
788.5193,548.7249
790.6547,814.2263
788.1737,462.9755
793.2005,857.907
790.5104,521.7266
791.7788,624.0512
794.0205,838.4091
792.7067,659.277
795.1562,876.6196
794.4371,794.8324
795.0322,833.4501
792.6503,558.3602
794.0738,649.8837
795.7327,806.2798
797.5068,1030.975
794.5812,666.3201
796.051,800.1584
794.356,601.5558
799.0507,983.1599
794.6608,501.3724
799.6202,978.7443
797.0739,721.0908
794.8773,531.8311
797.7941,769.8907
798.7463,815.023
799.4973,915.8727
799.4973,915.8727
796.4454,561.1481
797.7557,656.3411
